Code,Tile,Author,URL,Year
FIC_209,Lady Susan,"Austen, Jane",https://www.gutenberg.org/ebooks/946,1997
FIC_210,The Return of the Native,"Hardy, Thomas",https://www.gutenberg.org/ebooks/122,2006
ART_6,Idylls of the King,"Tennyson, Alfred Tennyson, Baron",https://www.gutenberg.org/ebooks/610,1996
POE_25,Beowulf,Unknown,https://www.gutenberg.org/ebooks/981,1997
ENG_38,"Tartuffe; Or, The Hypocrite",Moliere,https://www.gutenberg.org/ebooks/2027,2000
FIC_15,Beyond Lies the Wub,"Dick, Philip K.",https://www.gutenberg.org/ebooks/28554,2009
HIS_19,A Text-Book of the History of Painting,"Van Dyke, John Charles",https://www.gutenberg.org/ebooks/18900,2006
FIC_211,Tales of the Jazz Age,"Fitzgerald, F. Scott (Francis Scott)",https://www.gutenberg.org/ebooks/6695,2004
FIC_212,Lady Audley's Secret,"Braddon, M. E. (Mary Elizabeth)",https://www.gutenberg.org/ebooks/8954,2005
FIC_213,Far from the Madding Crowd,"Hardy, Thomas",https://www.gutenberg.org/ebooks/107,1994
DRA_38,The Tragedy of King Lear,"Shakespeare, William",https://www.gutenberg.org/ebooks/1128,1608
MYT_5,Myths of Babylonia and Assyria,"Mackenzie, Donald A. (Donald Alexander)",https://www.gutenberg.org/ebooks/16653,2005
FIC_214,Dead Souls,"Gogol, Nikolai Vasilevich",https://www.gutenberg.org/ebooks/1081,1997
FIC_215,Doctor Thorne,"Trollope, Anthony",https://www.gutenberg.org/ebooks/3166,2002
FIC_216,The Return of Sherlock Holmes,"Doyle, Arthur Conan",https://www.gutenberg.org/ebooks/221,2008
FIC_217,Dombey and Son,"Dickens, Charles",https://www.gutenberg.org/ebooks/821,1997
HIS_20,"History of Egypt, Chaldea, Syria, Babylonia, and Assyria in the Light of Recent Discovery","King, L. W. (Leonard William)",https://www.gutenberg.org/ebooks/17321,2005
PHI_22,"The Tao Teh King, or the Tao and its Characteristics",Laozi,https://www.gutenberg.org/ebooks/216,1995
FAN_7,Alice's Abenteuer im Wunderland,"Carroll, Lewis",https://www.gutenberg.org/ebooks/19778,2007
FIC_218,The Variable Man,"Dick, Philip K.",https://www.gutenberg.org/ebooks/32154,2010
FIC_219,Warlord of Mars,"Burroughs, Edgar Rice",https://www.gutenberg.org/ebooks/68,1993
ENG_39,English Synonyms and Antonyms: With Notes on the Correct Use of Prepositions,"Fernald, James Champlin",https://www.gutenberg.org/ebooks/28900,2009
FIC_16,The Big Trip Up Yonder,"Vonnegut, Kurt",https://www.gutenberg.org/ebooks/30240,2009
FIC_220,"The Life and Amours of the Beautiful, Gay and Dashing Kate Percival: The Belle of the Delaware","Percival, Kate",https://www.gutenberg.org/ebooks/29827,2009
CLA_2,Meno,Plato,https://www.gutenberg.org/ebooks/1643,1999
PHI_23,Laughter: An Essay on the Meaning of the Comic,"Bergson, Henri",https://www.gutenberg.org/ebooks/4352,2003
HIS_21,"The History of Rome, Books 01 to 08",Livy,https://www.gutenberg.org/ebooks/19725,2006
FIC_221,"Looking Backward, 2000 to 1887","Bellamy, Edward",https://www.gutenberg.org/ebooks/624,1996
ENG_40,The Art Of Writing & Speaking The English Language: Word-Study and Composition & Rhetoric,"Cody, Sherwin",https://www.gutenberg.org/ebooks/19719,2006
FIC_222,Heidi: (Gift Edition),"Spyri, Johanna",https://www.gutenberg.org/ebooks/20781,2007
FIC_223,The Fortunes and Misfortunes of the Famous Moll Flanders,"Defoe, Daniel",https://www.gutenberg.org/ebooks/370,2008
DRA_39,The School for Scandal,"Sheridan, Richard Brinsley",https://www.gutenberg.org/ebooks/1929,1999
ART_7,Four Arthurian Romances,"Chretien, de Troyes, active 12th century",https://www.gutenberg.org/ebooks/831,1997
FIC_224,Twice Told Tales,"Hawthorne, Nathaniel",https://www.gutenberg.org/ebooks/13707,2004
BIO_27,"Slave Narratives: A Folk History of Slavery in the United States From Interviews with Former Slaves: Volume I, Alabama Narratives",United States. Work Projects Administration,https://www.gutenberg.org/ebooks/36020,2011
FIC_225,Nostromo: A Tale of the Seaboard,"Conrad, Joseph",https://www.gutenberg.org/ebooks/2021,2006
FIC_226,McTeague: A Story of San Francisco,"Norris, Frank",https://www.gutenberg.org/ebooks/165,2006
DRA_40,The Taming of the Shrew,"Shakespeare, William",https://www.gutenberg.org/ebooks/1107,1590
FIC_227,Sons and Lovers,"Lawrence, D. H. (David Herbert)",https://www.gutenberg.org/ebooks/217,2006
FIC_228,"The History of Don Quixote, Volume 2, Complete","Cervantes Saavedra, Miguel de",https://www.gutenberg.org/ebooks/5946,2004
FIC_229,Les misérables Tome I: Fantine,"Hugo, Victor",https://www.gutenberg.org/ebooks/17489,2006
BIO_28,Jesus the Christ: A Study of the Messiah and His Mission According to Holy; Scriptures Both Ancient and Modern,"Talmage, James E. (James Edward)",https://www.gutenberg.org/ebooks/22542,2007
FIC_230,The Sea-Wolf,"London, Jack",https://www.gutenberg.org/ebooks/1074,2010
FIC_231,Babbitt,"Lewis, Sinclair",https://www.gutenberg.org/ebooks/1156,2006
FIC_232,The Last Man,"Shelley, Mary Wollstonecraft",https://www.gutenberg.org/ebooks/18247,2006
FIC_233,The Wind in the Willows,"Grahame, Kenneth",https://www.gutenberg.org/ebooks/27805,2009
FIC_234,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",https://www.gutenberg.org/ebooks/41445,2012
BIO_29,Memoirs of General William T. Sherman — Complete,"Sherman, William T. (William Tecumseh)",https://www.gutenberg.org/ebooks/4361,2006
FIC_17,The Tenniel Illustrations for Carroll's Alice in Wonderland,"Tenniel, John",https://www.gutenberg.org/ebooks/114,2008
ECO_2,"Principles Of Political Economy: Abridged with Critical, Bibliographical, and Explanatory Notes, and a Sketch of the History of Political Economy","Mill, John Stuart",https://www.gutenberg.org/ebooks/30107,2009
ENG_41,All Things Considered,"Chesterton, G. K. (Gilbert Keith)",https://www.gutenberg.org/ebooks/11505,2004
POE_26,Le roman de la rose - Tome I,"Guillaume, de Lorris, active 1230",https://www.gutenberg.org/ebooks/16816,2005
DRA_41,The Merchant of Venice,"Shakespeare, William",https://www.gutenberg.org/ebooks/2243,1623
FIC_235,Là-bas,"Huysmans, J.-K. (Joris-Karl)",https://www.gutenberg.org/ebooks/14323,2004
ENG_42,The Way of the World,"Congreve, William",https://www.gutenberg.org/ebooks/1292,2015
FIC_236,The Forsyte Saga - Complete,"Galsworthy, John",https://www.gutenberg.org/ebooks/4397,2006
DRA_42,The Jew of Malta,"Marlowe, Christopher",https://www.gutenberg.org/ebooks/901,1997
FIC_18,The House on the Borderland,"Hodgson, William Hope",https://www.gutenberg.org/ebooks/10002,2003
DRA_43,Major Barbara,"Shaw, Bernard",https://www.gutenberg.org/ebooks/3790,2003
ENG_43,The Song of Roland,Unknown,https://www.gutenberg.org/ebooks/391,1996
DRA_44,Life Is a Dream,"Calderon de la Barca, Pedro",https://www.gutenberg.org/ebooks/2587,2006
FIC_237,The Marvelous Land of Oz,"Baum, L. Frank (Lyman Frank)",https://www.gutenberg.org/ebooks/54,1993
FIC_238,The Wisdom of Father Brown,"Chesterton, G. K. (Gilbert Keith)",https://www.gutenberg.org/ebooks/223,1995
FIC_19,Astounding Stories of Super-Science January 1930,Unknown,https://www.gutenberg.org/ebooks/41481,2012
ENG_44,A First Spanish Reader,"Roessler, Erwin W. (Erwin William)",https://www.gutenberg.org/ebooks/15353,2005
HIS_22,"The Essays of ""George Eliot"": Complete","Eliot, George",https://www.gutenberg.org/ebooks/28289,2009
CLA_3,Phaedrus,Plato,https://www.gutenberg.org/ebooks/1636,1999
FIC_20,Pollyanna,"Porter, Eleanor H. (Eleanor Hodgman)",https://www.gutenberg.org/ebooks/1450,1998
FIC_239,The Good Soldier,"Ford, Ford Madox",https://www.gutenberg.org/ebooks/2775,2001
FIC_240,The Old Curiosity Shop,"Dickens, Charles",https://www.gutenberg.org/ebooks/700,2008
DRA_45,Man and Superman: A Comedy and a Philosophy,"Shaw, Bernard",https://www.gutenberg.org/ebooks/3328,2006
FRE_1,Madame Bovary,"Flaubert, Gustave",https://www.gutenberg.org/ebooks/14155,2004
FIC_21,The Princess and the Goblin,"MacDonald, George",https://www.gutenberg.org/ebooks/708,1996
POE_27,The Odyssey,Homer,https://www.gutenberg.org/ebooks/3160,2002
FIC_241,Stories from Tagore,"Tagore, Rabindranath",https://www.gutenberg.org/ebooks/33525,2010
ENG_45,"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",Dante Alighieri,https://www.gutenberg.org/ebooks/8795,2004
FIC_242,The Second Jungle Book,"Kipling, Rudyard",https://www.gutenberg.org/ebooks/1937,1999
FIC_243,The Hound of the Baskervilles,"Doyle, Arthur Conan",https://www.gutenberg.org/ebooks/3070,2002
BIO_30,Plutarch: Lives of the noble Grecians and Romans,Plutarch,https://www.gutenberg.org/ebooks/674,1517
POE_28,The Iliad of Homer: Translated into English Blank Verse by William Cowper,Homer,https://www.gutenberg.org/ebooks/16452,2005
HIS_23,Fifty Famous Stories Retold,"Baldwin, James",https://www.gutenberg.org/ebooks/18442,2006
ENG_46,"""Everyman,"" with other interludes, including eight miracle plays",Unknown,https://www.gutenberg.org/ebooks/19481,2006
FIC_244,The Lock and Key Library: Classic Mystery and Detective Stories: Modern English,Unknown,https://www.gutenberg.org/ebooks/2038,2005
FIC_22,"White Nights and Other Stories: The Novels of Fyodor Dostoevsky, Volume X","Dostoyevsky, Fyodor",https://www.gutenberg.org/ebooks/36034,2011
FIC_245,The Satyricon — Volume 02: Dinner of Trimalchio,Petronius Arbiter,https://www.gutenberg.org/ebooks/5219,2004
FIC_246,The Complete Project Gutenberg Works of Jane Austen: A Linked Index of all PG Editions of Jane Austen,"Austen, Jane",https://www.gutenberg.org/ebooks/31100,2010
POE_29,Poems,"Rilke, Rainer Maria",https://www.gutenberg.org/ebooks/38594,2012
PHI_24,The Life of Reason: The Phases of Human Progress,"Santayana, George",https://www.gutenberg.org/ebooks/15000,2005
FIC_247,Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World,"Verne, Jules",https://www.gutenberg.org/ebooks/2488,1870
DRA_46,Tamburlaine the Great — Part 1,"Marlowe, Christopher",https://www.gutenberg.org/ebooks/1094,1997
DRA_47,The Master Builder,"Ibsen, Henrik",https://www.gutenberg.org/ebooks/4070,2003
DRA_48,A Doll's House,"Ibsen, Henrik",https://www.gutenberg.org/ebooks/15492,2005
FIC_248,Sartor Resartus: The Life and Opinions of Herr Teufelsdröckh,"Carlyle, Thomas",https://www.gutenberg.org/ebooks/1051,1997
BIO_31,Autobiography of Andrew Carnegie,"Carnegie, Andrew",https://www.gutenberg.org/ebooks/17976,2006
FIC_249,The Virginian: A Horseman of the Plains,"Wister, Owen",https://www.gutenberg.org/ebooks/1298,1998
BIO_32,The Germany and the Agricola of Tacitus,"Tacitus, Cornelius",https://www.gutenberg.org/ebooks/7524,2005
SCI_15,Common Sense,"Paine, Thomas",https://www.gutenberg.org/ebooks/3755,2003
FIC_250,The Beautiful and Damned,"Fitzgerald, F. Scott (Francis Scott)",https://www.gutenberg.org/ebooks/9830,2006
FIC_251,The Picture of Dorian Gray,"Wilde, Oscar",https://www.gutenberg.org/ebooks/4078,2003
FIC_252,The Gift of the Magi,"Henry, O.",https://www.gutenberg.org/ebooks/7256,2005
FIC_253,Of Human Bondage,"Maugham, W. Somerset (William Somerset)",https://www.gutenberg.org/ebooks/351,2008
ENG_47,French Mediaeval Romances from the Lays of Marie de France,"Marie, Queen of Rumania",https://www.gutenberg.org/ebooks/11417,2004
FIC_23,Against the Grain,"Huysmans, J.-K. (Joris-Karl)",https://www.gutenberg.org/ebooks/12341,2004
ENG_48,Browning's Shorter Poems,"Browning, Robert",https://www.gutenberg.org/ebooks/16376,2005
FIC_254,Mr. Spaceship,"Dick, Philip K.",https://www.gutenberg.org/ebooks/32522,2010
FIC_255,Captain Blood,"Sabatini, Rafael",https://www.gutenberg.org/ebooks/1965,1999
HIS_24,The Voyage of the Beagle,"Darwin, Charles",https://www.gutenberg.org/ebooks/944,1997
FIC_256,Howards End,"Forster, E. M. (Edward Morgan)",https://www.gutenberg.org/ebooks/2891,2001
ENG_49,Modern Essays,Unknown,https://www.gutenberg.org/ebooks/38280,2011
ENG_50,"The Essays or Counsels, Civil and Moral","Bacon, Francis",https://www.gutenberg.org/ebooks/575,1996
FIC_257,The Sketch-Book of Geoffrey Crayon,"Irving, Washington",https://www.gutenberg.org/ebooks/2048,2000
DRA_49,"Hamlet, Prince of Denmark","Shakespeare, William",https://www.gutenberg.org/ebooks/27761,2009
FIC_24,The Night Land,"Hodgson, William Hope",https://www.gutenberg.org/ebooks/10662,2004
FIC_25,Three Ghost Stories,"Dickens, Charles",https://www.gutenberg.org/ebooks/1289,2013
FIC_258,The Skull,"Dick, Philip K.",https://www.gutenberg.org/ebooks/30255,2009
FIC_259,The Voyage Out,"Woolf, Virginia",https://www.gutenberg.org/ebooks/144,2006
FIC_260,The Golden Asse,Apuleius,https://www.gutenberg.org/ebooks/1666,2006
FIC_261,Night and Day,"Woolf, Virginia",https://www.gutenberg.org/ebooks/1245,1998
FIC_262,The Scarlet Letter,"Hawthorne, Nathaniel",https://www.gutenberg.org/ebooks/25344,2008
FIC_263,The Mystery of the Yellow Room,"Leroux, Gaston",https://www.gutenberg.org/ebooks/1685,1999
HIS_25,"""De Bello Gallico"" and Other Commentaries","Caesar, Julius",https://www.gutenberg.org/ebooks/10657,2004
MYT_6,Myths & Legends of the Celtic Race,"Rolleston, T. W. (Thomas William)",https://www.gutenberg.org/ebooks/34081,2010
HAN_3,The 2010 CIA World Factbook,United States. Central Intelligence Agency,https://www.gutenberg.org/ebooks/35830,2011
DRA_50,The Inspector-General,"Gogol, Nikolai Vasilevich",https://www.gutenberg.org/ebooks/3735,2003
FIC_264,"The Garden Party, and Other Stories","Mansfield, Katherine",https://www.gutenberg.org/ebooks/1429,1998
FIC_265,Micromegas,Voltaire,https://www.gutenberg.org/ebooks/30123,2009
FIC_266,Platero y yo,"Jimenez, Juan Ramon",https://www.gutenberg.org/ebooks/9980,2006
PHI_25,The Analects of Confucius (from the Chinese Classics),Confucius,https://www.gutenberg.org/ebooks/3330,2002
FIC_267,The Ambassadors,"James, Henry",https://www.gutenberg.org/ebooks/432,1996
FIC_268,"Hung Lou Meng, or, the Dream of the Red Chamber, a Chinese Novel, Book I","Cao, Xueqin",https://www.gutenberg.org/ebooks/9603,2006
FIC_269,The Red House Mystery,"Milne, A. A. (Alan Alexander)",https://www.gutenberg.org/ebooks/1872,1999
FIC_270,The Mystery of Edwin Drood,"Dickens, Charles",https://www.gutenberg.org/ebooks/564,2010
FIC_271,Theresa Raquin,"Zola, Emile",https://www.gutenberg.org/ebooks/6626,2006
FIC_272,The Prisoner of Zenda,"Hope, Anthony",https://www.gutenberg.org/ebooks/95,2006
FIC_273,The Swiss Family Robinson; or Adventures in a Desert Island,"Wyss, Johann David",https://www.gutenberg.org/ebooks/11703,2004
FIC_274,Gulliver's Travels into Several Remote Regions of the World,"Swift, Jonathan",https://www.gutenberg.org/ebooks/17157,2005
FIC_275,Little Men,"Alcott, Louisa May",https://www.gutenberg.org/ebooks/2788,2001
FIC_276,Clarissa Harlowe; or the history of a young lady — Volume 1,"Richardson, Samuel",https://www.gutenberg.org/ebooks/9296,2005
FIC_277,Flappers and Philosophers,"Fitzgerald, F. Scott (Francis Scott)",https://www.gutenberg.org/ebooks/4368,2003
PHI_26,Euthyphro,Plato,https://www.gutenberg.org/ebooks/1642,1999
POE_30,"Hesiod, the Homeric Hymns, and Homerica",Hesiod,https://www.gutenberg.org/ebooks/348,2008
SCI_16,The Writings of Thomas Paine — Volume 2 (1779-1792): The Rights of Man,"Paine, Thomas",https://www.gutenberg.org/ebooks/3742,2003
FIC_278,The Secret Sharer,"Conrad, Joseph",https://www.gutenberg.org/ebooks/220,1995
FIC_279,"The Luck of Roaring Camp and Other Tales: With Condensed Novels, Spanish and American Legends, and Earlier Papers","Harte, Bret",https://www.gutenberg.org/ebooks/6373,2004
SOC_2,The Soul of Man under Socialism,"Wilde, Oscar",https://www.gutenberg.org/ebooks/1017,2014
HIS_26,The French Revolution: A History,"Carlyle, Thomas",https://www.gutenberg.org/ebooks/1301,2006
FIC_280,O Pioneers!,"Cather, Willa",https://www.gutenberg.org/ebooks/24,1992
ART_8,The Lady of the Lake,"Scott, Walter",https://www.gutenberg.org/ebooks/3011,2002
POE_31,Les Fleurs du Mal,"Baudelaire, Charles",https://www.gutenberg.org/ebooks/6099,2004
SCI_17,The Art of War,"Sunzi, active 6th century B.C.",https://www.gutenberg.org/ebooks/17405,2005
FIC_281,Sketches New and Old,"Twain, Mark",https://www.gutenberg.org/ebooks/3189,2002
PHI_27,Hegel's Philosophy of Mind,"Hegel, Georg Wilhelm Friedrich",https://www.gutenberg.org/ebooks/39064,2012
POE_32,The Madman: His Parables and Poems,"Gibran, Kahlil",https://www.gutenberg.org/ebooks/5616,2004
BIO_33,Nicolo Paganini: His Life and Work,"Stratton, Stephen S. (Stephen Samuel)",https://www.gutenberg.org/ebooks/39571,2012
DRA_51,The Imaginary Invalid,Moliere,https://www.gutenberg.org/ebooks/9070,2003
FIC_26,Rilla of Ingleside,"Montgomery, L. M. (Lucy Maud)",https://www.gutenberg.org/ebooks/3796,2003
FIC_27,The Tale of Benjamin Bunny,"Potter, Beatrix",https://www.gutenberg.org/ebooks/14407,2004
SCI_18,Laws,Plato,https://www.gutenberg.org/ebooks/1750,1999
FIC_282,The Autobiography of an Ex-Colored Man,"Johnson, James Weldon",https://www.gutenberg.org/ebooks/11012,2004
FAN_8,The Complete Poetical Works of Edgar Allan Poe: Including Essays on Poetry,"Poe, Edgar Allan",https://www.gutenberg.org/ebooks/10031,2003
FIC_283,The Diary of a Nobody,"Grossmith, Weedon",https://www.gutenberg.org/ebooks/1026,2011
HIS_27,Bradford's History of 'Plimoth Plantation': From the Original Manuscript. With a Report of the Proceedings Incident to the Return of the Manuscript to Massachusetts,"Bradford, William",https://www.gutenberg.org/ebooks/24950,2008
FIC_284,Uncle Remus and Brer Rabbit,"Harris, Joel Chandler",https://www.gutenberg.org/ebooks/22282,2007
ENG_51,The Rubaiyat of Omar Khayyam,Omar Khayyam,https://www.gutenberg.org/ebooks/246,1995
ENG_52,A Dictionary of Cebuano Visayan,"Wolff, John U.",https://www.gutenberg.org/ebooks/40074,2012
ENG_53,Tales of Terror and Mystery,"Doyle, Arthur Conan",https://www.gutenberg.org/ebooks/537,1996
FIC_285,Martin Eden,"London, Jack",https://www.gutenberg.org/ebooks/1056,2004
DRA_52,The Tragical History of Doctor Faustus: From the Quarto of 1616,"Marlowe, Christopher",https://www.gutenberg.org/ebooks/811,1997
FIC_286,Four Weird Tales,"Blackwood, Algernon",https://www.gutenberg.org/ebooks/16726,2005
BIO_34,"The History of Mary Prince, a West Indian Slave","Prince, Mary",https://www.gutenberg.org/ebooks/17851,2006
FIC_287,Mary Barton,"Gaskell, Elizabeth Cleghorn",https://www.gutenberg.org/ebooks/2153,1848
FIC_288,"The Little White Bird; Or, Adventures in Kensington Gardens","Barrie, J. M. (James Matthew)",https://www.gutenberg.org/ebooks/1376,1998
PHI_28,The Critique of Practical Reason,"Kant, Immanuel",https://www.gutenberg.org/ebooks/5683,2004
ENG_54,The Poetical Works of John Milton,"Milton, John",https://www.gutenberg.org/ebooks/1745,1999
POE_33,The Complete Poems of Paul Laurence Dunbar,"Dunbar, Paul Laurence",https://www.gutenberg.org/ebooks/18338,2006
ENG_55,The Flowers of Evil,"Baudelaire, Charles",https://www.gutenberg.org/ebooks/36098,2011
DRA_53,Woyzeck,"Buchner, Georg",https://www.gutenberg.org/ebooks/5322,2004
FIC_289,Die Leiden des jungen Werther — Band 1,"Goethe, Johann Wolfgang von",https://www.gutenberg.org/ebooks/2407,1774
BIO_35,The Zen Experience,"Hoover, Thomas",https://www.gutenberg.org/ebooks/34325,2010
FIC_28,The Hanging Stranger,"Dick, Philip K.",https://www.gutenberg.org/ebooks/41562,2012
FIC_29,The Coral Island: A Tale of the Pacific Ocean,"Ballantyne, R. M. (Robert Michael)",https://www.gutenberg.org/ebooks/646,2007
FIC_290,The World Set Free,"Wells, H. G. (Herbert George)",https://www.gutenberg.org/ebooks/1059,2006
MYT_7,The Religion of the Ancient Celts,"MacCulloch, J. A. (John Arnott)",https://www.gutenberg.org/ebooks/14672,2005
FIC_291,Short Stories,"Dostoyevsky, Fyodor",https://www.gutenberg.org/ebooks/40745,2012
FIC_292,Wives and Daughters,"Gaskell, Elizabeth Cleghorn",https://www.gutenberg.org/ebooks/4274,2001
POE_34,A Defence of Poetry and Other Essays,"Shelley, Percy Bysshe",https://www.gutenberg.org/ebooks/5428,2004
FIC_293,Hunger,"Hamsun, Knut",https://www.gutenberg.org/ebooks/8387,2005
FIC_294,The Return of Tarzan,"Burroughs, Edgar Rice",https://www.gutenberg.org/ebooks/81,2008
POE_35,Prufrock and Other Observations,"Eliot, T. S. (Thomas Stearns)",https://www.gutenberg.org/ebooks/1459,1998
ENG_56,The Divine Comedy of Dante Alighieri: The Inferno,Dante Alighieri,https://www.gutenberg.org/ebooks/41537,2012
MYT_8,The Elder Eddas of Saemund Sigfusson; and the Younger Eddas of Snorre Sturleson,Snorri Sturluson,https://www.gutenberg.org/ebooks/14726,2005
FIC_30,The Crystal Crypt,"Dick, Philip K.",https://www.gutenberg.org/ebooks/28698,2009
ENG_57,The Gardener,"Tagore, Rabindranath",https://www.gutenberg.org/ebooks/6686,2004
FIC_295,The Kreutzer Sonata and Other Stories,"Tolstoy, Leo, graf",https://www.gutenberg.org/ebooks/689,2006
FIC_296,The Jolly Corner,"James, Henry",https://www.gutenberg.org/ebooks/1190,2005
FIC_31,"The Door in the Wall, and Other Stories","Wells, H. G. (Herbert George)",https://www.gutenberg.org/ebooks/456,2005
BIO_36,"Plutarch's Lives, Volume I",Plutarch,https://www.gutenberg.org/ebooks/14033,2004
FIC_297,"Le comte de Monte-Cristo, Tome I","Dumas, Alexandre",https://www.gutenberg.org/ebooks/17989,2006
FIC_298,"Rasselas, Prince of Abyssinia","Johnson, Samuel",https://www.gutenberg.org/ebooks/652,2013
CLA_4,The Argonautica,"Apollonius, Rhodius",https://www.gutenberg.org/ebooks/830,1997
ENG_58,The Works of Aphra Behn: Volume V,"Behn, Aphra",https://www.gutenberg.org/ebooks/29854,2009
DRA_54,King Richard III,"Shakespeare, William",https://www.gutenberg.org/ebooks/1103,1997
FIC_299,The Adventure of the Cardboard Box,"Doyle, Arthur Conan",https://www.gutenberg.org/ebooks/2344,2000
FIC_300,The Moon and Sixpence,"Maugham, W. Somerset (William Somerset)",https://www.gutenberg.org/ebooks/222,2007
ENG_59,Moby Word Lists,"Ward, Grady",https://www.gutenberg.org/ebooks/3201,2002
DRA_55,Riders to the Sea,"Synge, J. M. (John Millington)",https://www.gutenberg.org/ebooks/994,2008
HIS_28,"Ancient and Modern Ships, Part 1: Wooden Sailing Ships","Holmes, George Charles Vincent, Sir",https://www.gutenberg.org/ebooks/33098,2010
ENG_60,The New Life (La Vita Nuova),Dante Alighieri,https://www.gutenberg.org/ebooks/41085,2012
DRA_56,As You Like It,"Shakespeare, William",https://www.gutenberg.org/ebooks/1121,1997
POE_36,Aeneidos,Virgil,https://www.gutenberg.org/ebooks/227,2008
ENG_61,The St. Gregory Hymnal and Catholic Choir Book,Unknown,https://www.gutenberg.org/ebooks/23673,2007
ENG_62,Ghost Stories of an Antiquary,"James, M. R. (Montague Rhodes)",https://www.gutenberg.org/ebooks/8486,2005
FIC_301,Martin Chuzzlewit,"Dickens, Charles",https://www.gutenberg.org/ebooks/968,2006
POE_37,The Ballad of Reading Gaol,"Wilde, Oscar",https://www.gutenberg.org/ebooks/301,1995
FIC_302,The Professor,"Bronte, Charlotte",https://www.gutenberg.org/ebooks/1028,2008
BIO_37,"Beethoven, the Man and the Artist, as Revealed in His Own Words","Beethoven, Ludwig van",https://www.gutenberg.org/ebooks/3528,2002
FIC_303,Triplanetary,"Smith, E. E. (Edward Elmer)",https://www.gutenberg.org/ebooks/32706,2010
FIC_304,Ben-Hur; a tale of the Christ,"Wallace, Lew",https://www.gutenberg.org/ebooks/2145,2000
